token,n,logprob
single,418.0,-5.015202202349638
nanny,6.0,-9.25892416564634
nada,57.0,-7.007632367039844
walks,36.0,-7.467164696418283
ajmir,7.0,-9.10477348581908
plastica,10.0,-8.748098541880347
angry,23.0,-7.9151894189452445
solidly,6.0,-9.25892416564634
carly,15.0,-8.342633433772184
0633177385,8.0,-8.971242093194558
bpo,7.0,-9.10477348581908
shell,10.0,-8.748098541880347
recipient,17.0,-8.217470290818177
smoking,17.0,-8.217470290818177
usda,9.0,-8.853459057538174
olds,26.0,-7.792587096852912
coral,7.0,-9.10477348581908
cuidado,7.0,-9.10477348581908
late,872.0,-4.279894210965415
bay,53.0,-7.080391721322272
gabriele,143.0,-6.087839004614486
joe,357.0,-5.172947853094755
teenage,9.0,-8.853459057538174
uplift,9.0,-8.853459057538174
currency,27.0,-7.754846768870065
jumps,7.0,-9.10477348581908
sectors,104.0,-6.406292735733021
juice,22.0,-7.959641181516078
definir,11.0,-8.652788362076024
listen,242.0,-5.5617459087177075
essential,149.0,-6.046737328928935
mount,18.0,-8.160311876978229
pun,23.0,-7.9151894189452445
study,312.0,-5.307680447064912
lakewood,7.0,-9.10477348581908
ronda,14.0,-8.411626305259135
actively,138.0,-6.123429949717189
poc,7.0,-9.10477348581908
shipped,55.0,-7.043350449641923
library,119.0,-6.271560141762865
mba,253.0,-5.517294146146874
woodberry,7.0,-9.10477348581908
shoe,70.0,-6.802188392825035
3pm,323.0,-5.273031311651738
pienso,8.0,-8.971242093194558
10b,25.0,-7.831807810006193
taico,6.0,-9.25892416564634
hay,90.0,-6.550873964544129
province,17.0,-8.217470290818177
levis,8.0,-8.971242093194558
communicating,163.0,-5.956933434067632
perform,162.0,-5.96308729964201
electricity,32.0,-7.584947732074667
deploy,19.0,-8.106244655707954
weekend,1073.0,-4.072469892243696
jasmine,68.0,-6.831175929698287
vague,82.0,-6.643964387610141
mit,12.0,-8.565776985086394
12.30,12.0,-8.565776985086394
beast,11.0,-8.652788362076024
antionette,6.0,-9.25892416564634
warmest,78.0,-6.693974808184802
ideating,11.0,-8.652788362076024
type,1278.0,-3.897631999936914
scale,645.0,-4.581433318078621
experienced,558.0,-4.7263246724930825
318,8.0,-8.971242093194558
sleeve,10.0,-8.748098541880347
ranked,16.0,-8.278094912634613
collect,145.0,-6.073949892453819
202,17.0,-8.217470290818177
rápida,10.0,-8.748098541880347
failing,82.0,-6.643964387610141
pixabay,7.0,-9.10477348581908
servicio,50.0,-7.138660629446248
strengthen,60.0,-6.956339072652293
reciprocity,8.0,-8.971242093194558
aashu,6.0,-9.25892416564634
ttys,7.0,-9.10477348581908
angela,113.0,-6.323295816162053
mississippi,6.0,-9.25892416564634
ariel,17.0,-8.217470290818177
2nd,99.0,-6.4555637847398035
410,8.0,-8.971242093194558
commuting,6.0,-9.25892416564634
4097,10.0,-8.748098541880347
mercadeo,18.0,-8.160311876978229
vlogs,8.0,-8.971242093194558
rodney,18.0,-8.160311876978229
mariela,10.0,-8.748098541880347
raquel,10.0,-8.748098541880347
myron,7.0,-9.10477348581908
kerala,23.0,-7.9151894189452445
observe,50.0,-7.138660629446248
rescue,42.0,-7.313014016591025
independent,278.0,-5.423062521183756
emulate,22.0,-7.959641181516078
reward,55.0,-7.043350449641923
averages,6.0,-9.25892416564634
thad,10.0,-8.748098541880347
freelancing,41.0,-7.337111568170086
phase,466.0,-4.906498000748748
rabuor,11.0,-8.652788362076024
549,10.0,-8.748098541880347
moore,25.0,-7.831807810006193
darrisa,7.0,-9.10477348581908
san,180.0,-5.857726783984184
template,229.0,-5.616961631320154
ounce,6.0,-9.25892416564634
hierarchy,10.0,-8.748098541880347
0764,6.0,-9.25892416564634
bonito,8.0,-8.971242093194558
aziz,6.0,-9.25892416564634
blocking,11.0,-8.652788362076024
dónde,13.0,-8.485734277412858
fashions,10.0,-8.748098541880347
oficina,8.0,-8.971242093194558
sheth,7.0,-9.10477348581908
jam,9.0,-8.853459057538174
gerard,37.0,-7.439765722230169
anglais,9.0,-8.853459057538174
deter,9.0,-8.853459057538174
committee,12.0,-8.565776985086394
saurabh,21.0,-8.006161197150972
tex,7.0,-9.10477348581908
alanna,31.0,-7.616696430389248
ireland,78.0,-6.693974808184802
opal,9.0,-8.853459057538174
planted,17.0,-8.217470290818177
ecuador,31.0,-7.616696430389248
addy,19.0,-8.106244655707954
también,93.0,-6.518084141721138
stabilize,12.0,-8.565776985086394
flies,6.0,-9.25892416564634
parameters,19.0,-8.106244655707954
parallax,8.0,-8.971242093194558
www.follow22,8.0,-8.971242093194558
css,25.0,-7.831807810006193
shannon,74.0,-6.746618541670224
sigamos,7.0,-9.10477348581908
silvia,43.0,-7.289483519180831
expos,8.0,-8.971242093194558
mwiinga,11.0,-8.652788362076024
bristol,8.0,-8.971242093194558
allowed,103.0,-6.415954646644758
991,8.0,-8.971242093194558
commute,15.0,-8.342633433772184
updating,71.0,-6.788003757833079
absence,29.0,-7.68338780488792
dba,62.0,-6.9235492498293025
tamaria,11.0,-8.652788362076024
mgm,10.0,-8.748098541880347
roof,35.0,-7.49533557338498
weed,23.0,-7.9151894189452445
otto,11.0,-8.652788362076024
dinner,44.0,-7.266494000956133
debemos,6.0,-9.25892416564634
jcrew,7.0,-9.10477348581908
slowing,20.0,-8.054951361320402
breakthrough,18.0,-8.160311876978229
startup's,36.0,-7.467164696418283
js,7.0,-9.10477348581908
fredric,6.0,-9.25892416564634
ansar,6.0,-9.25892416564634
rat,8.0,-8.971242093194558
tks,28.0,-7.71847912469919
holy,7.0,-9.10477348581908
tested,90.0,-6.550873964544129
validar,7.0,-9.10477348581908
abigail,11.0,-8.652788362076024
super,281.0,-5.412328965540648
mom's,13.0,-8.485734277412858
drc,11.0,-8.652788362076024
arent,7.0,-9.10477348581908
expertise.com,6.0,-9.25892416564634
protocol,9.0,-8.853459057538174
visuals,16.0,-8.278094912634613
martes,12.0,-8.565776985086394
compose,7.0,-9.10477348581908
tutoring,162.0,-5.96308729964201
confirm,285.0,-5.398194454605743
alegro,12.0,-8.565776985086394
heavily,71.0,-6.788003757833079
gustas,12.0,-8.565776985086394
plea,8.0,-8.971242093194558
mvc,9.0,-8.853459057538174
brd,7.0,-9.10477348581908
florist,6.0,-9.25892416564634
scope,155.0,-6.007258517955147
expertises,11.0,-8.652788362076024
maternity,23.0,-7.9151894189452445
shoot,218.0,-5.6661885720853045
evenings,258.0,-5.497724049952776
naseem,22.0,-7.959641181516078
85,25.0,-7.831807810006193
quería,9.0,-8.853459057538174
measure,96.0,-6.486335443406557
brainer,8.0,-8.971242093194558
dileep,13.0,-8.485734277412858
felicia,13.0,-8.485734277412858
partly,27.0,-7.754846768870065
shown,85.0,-6.6080323783840775
burch,13.0,-8.485734277412858
saturated,48.0,-7.179482623966503
beaches,7.0,-9.10477348581908
tarde,24.0,-7.872629804526448
isaacs,18.0,-8.160311876978229
eventual,15.0,-8.342633433772184
frequency,27.0,-7.754846768870065
2p,7.0,-9.10477348581908
seeking,982.0,-4.1610923265199276
377,8.0,-8.971242093194558
resumen,10.0,-8.748098541880347
insane,8.0,-8.971242093194558
dmitriy,6.0,-9.25892416564634
stimulate,23.0,-7.9151894189452445
joanna,69.0,-6.8165771302771345
trevor,7.0,-9.10477348581908
primero,20.0,-8.054951361320402
30,1508.0,-3.7321440863064925
751,39.0,-7.387121988744747
decir,26.0,-7.792587096852912
boesch,11.0,-8.652788362076024
acid,6.0,-9.25892416564634
investigar,7.0,-9.10477348581908
wix.com,19.0,-8.106244655707954
i.d,115.0,-6.305751506511144
hurt,62.0,-6.9235492498293025
paas,6.0,-9.25892416564634
yields,10.0,-8.748098541880347
ginni,8.0,-8.971242093194558
tres,12.0,-8.565776985086394
megersa,6.0,-9.25892416564634
500usd,15.0,-8.342633433772184
225,15.0,-8.342633433772184
skye,13.0,-8.485734277412858
divya,8.0,-8.971242093194558
easiest,124.0,-6.230402069269357
barbara,172.0,-5.903189158060941
automation,100.0,-6.445513448886302
pvt,24.0,-7.872629804526448
razón,19.0,-8.106244655707954
navigator,11.0,-8.652788362076024
payback,20.0,-8.054951361320402
dislike,12.0,-8.565776985086394
415,45.0,-7.244021145104074
conform,7.0,-9.10477348581908
30s,6.0,-9.25892416564634
plan.i,7.0,-9.10477348581908
doubt,150.0,-6.040048340778138
chai,8.0,-8.971242093194558
zwitsal,10.0,-8.748098541880347
riches,18.0,-8.160311876978229
yuan,21.0,-8.006161197150972
html,108.0,-6.368552407750174
ardalan,22.0,-7.959641181516078
amsterdam,8.0,-8.971242093194558
transform,43.0,-7.289483519180831
dfy,6.0,-9.25892416564634
bashan,13.0,-8.485734277412858
assigning,7.0,-9.10477348581908
j.g,7.0,-9.10477348581908
vaibhav,44.0,-7.266494000956133
dos,32.0,-7.584947732074667
odor,9.0,-8.853459057538174
unrealistic,13.0,-8.485734277412858
chyna,7.0,-9.10477348581908
mbti,7.0,-9.10477348581908
csr,9.0,-8.853459057538174
disability,25.0,-7.831807810006193
adjust,67.0,-6.845991015483428
fina,9.0,-8.853459057538174
pocos,7.0,-9.10477348581908
shade,27.0,-7.754846768870065
jenna,12.0,-8.565776985086394
company,6325.0,-2.298418321278673
activewear,11.0,-8.652788362076024
lined,45.0,-7.244021145104074
ramon,7.0,-9.10477348581908
dispute,11.0,-8.652788362076024
eric,221.0,-5.652520933356641
dharmveer,7.0,-9.10477348581908
vegas,27.0,-7.754846768870065
alvaro,9.0,-8.853459057538174
ven,6.0,-9.25892416564634
cocoa,10.0,-8.748098541880347
marsha,12.0,-8.565776985086394
estilo,8.0,-8.971242093194558
ig,41.0,-7.337111568170086
8221263,11.0,-8.652788362076024
dans,32.0,-7.584947732074667
prevalent,19.0,-8.106244655707954
runing,9.0,-8.853459057538174
closet,20.0,-8.054951361320402
estructurales,7.0,-9.10477348581908
crops,21.0,-8.006161197150972
written,505.0,-4.826125205599034
rameshwar,10.0,-8.748098541880347
nueva,20.0,-8.054951361320402
opting,7.0,-9.10477348581908
314,41.0,-7.337111568170086
xenia,8.0,-8.971242093194558
blossom,12.0,-8.565776985086394
focuses,103.0,-6.415954646644758
katy,16.0,-8.278094912634613
ext,13.0,-8.485734277412858
yanfeng,6.0,-9.25892416564634
helper,24.0,-7.872629804526448
blogbing,11.0,-8.652788362076024
meu,6.0,-9.25892416564634
413,11.0,-8.652788362076024
agile,22.0,-7.959641181516078
chew,10.0,-8.748098541880347
join.me,7.0,-9.10477348581908
karukera,7.0,-9.10477348581908
fare,16.0,-8.278094912634613
bear,72.0,-6.774017515858338
character,44.0,-7.266494000956133
sucess,11.0,-8.652788362076024
2125,6.0,-9.25892416564634
salem,9.0,-8.853459057538174
modules,25.0,-7.831807810006193
academically,6.0,-9.25892416564634
próxima,15.0,-8.342633433772184
2007,48.0,-7.179482623966503
m.daniel855,6.0,-9.25892416564634
alot,313.0,-5.30448044433424
melanie,42.0,-7.313014016591025
hosts,23.0,-7.9151894189452445
scouting,7.0,-9.10477348581908
selfie,10.0,-8.748098541880347
pauline,6.0,-9.25892416564634
ram,18.0,-8.160311876978229
louis,80.0,-6.668657000200512
bargains,8.0,-8.971242093194558
posso,8.0,-8.971242093194558
language,247.0,-5.541295298246417
projet,34.0,-7.524323110258233
rigid.ink,7.0,-9.10477348581908
applies,51.0,-7.118858002150068
axel,7.0,-9.10477348581908
cada,26.0,-7.792587096852912
1993,6.0,-9.25892416564634
trailer,42.0,-7.313014016591025
neat,15.0,-8.342633433772184
josie,11.0,-8.652788362076024
traded,10.0,-8.748098541880347
excelsior,7.0,-9.10477348581908
mclean,8.0,-8.971242093194558
leased,14.0,-8.411626305259135
collections,24.0,-7.872629804526448
trichology,6.0,-9.25892416564634
include,621.0,-4.619352552940915
fitting,24.0,-7.872629804526448
relaxing,14.0,-8.411626305259135
leticia,11.0,-8.652788362076024
saeed,22.0,-7.959641181516078
dbe,6.0,-9.25892416564634
casual,59.0,-6.9731461909686745
amidst,12.0,-8.565776985086394
olta,6.0,-9.25892416564634
mastered,11.0,-8.652788362076024
reserve,41.0,-7.337111568170086
bishaw,7.0,-9.10477348581908
209,30.0,-7.649486253212238
politically,7.0,-9.10477348581908
hip,84.0,-6.61986683603108
licensed,109.0,-6.35933575264525
iveta,7.0,-9.10477348581908
jul,6.0,-9.25892416564634
await,53.0,-7.080391721322272
hands,263.0,-5.4785296026966295
mere,9.0,-8.853459057538174
kid,59.0,-6.9731461909686745
companies,2315.0,-3.303518668354059
umesh,9.0,-8.853459057538174
imo,8.0,-8.971242093194558
edoardo,11.0,-8.652788362076024
simone,91.0,-6.539824128357544
doc,46.0,-7.222042238385299
viewpoints,6.0,-9.25892416564634
meredith,21.0,-8.006161197150972
juvenal,12.0,-8.565776985086394
1500,50.0,-7.138660629446248
drops,13.0,-8.485734277412858
unas,14.0,-8.411626305259135
awaken,7.0,-9.10477348581908
sends,48.0,-7.179482623966503
helpers,9.0,-8.853459057538174
dual,10.0,-8.748098541880347
provoking,14.0,-8.411626305259135
comps,6.0,-9.25892416564634
vishwas1997,19.0,-8.106244655707954
school's,8.0,-8.971242093194558
dutch,10.0,-8.748098541880347
airports,9.0,-8.853459057538174
looming,7.0,-9.10477348581908
frank,180.0,-5.857726783984184
thanku,7.0,-9.10477348581908
tema,36.0,-7.467164696418283
regular,283.0,-5.4052367372311565
501c,6.0,-9.25892416564634
dont,527.0,-4.783483086333032
cisco,11.0,-8.652788362076024
geoff,9.0,-8.853459057538174
recomiendo,17.0,-8.217470290818177
share,2393.0,-3.2703805469660208
smt,7.0,-9.10477348581908
goldylost,6.0,-9.25892416564634
achieve,907.0,-4.240541184759257
rosie,12.0,-8.565776985086394
formas,12.0,-8.565776985086394
todavía,11.0,-8.652788362076024
carts,10.0,-8.748098541880347
tayo,17.0,-8.217470290818177
8932,13.0,-8.485734277412858
flora,45.0,-7.244021145104074
te,317.0,-5.291781860997113
pronged,7.0,-9.10477348581908
ug,6.0,-9.25892416564634
organization's,19.0,-8.106244655707954
resonate,41.0,-7.337111568170086
metal,41.0,-7.337111568170086
shlomoshlepperz,17.0,-8.217470290818177
contigo,44.0,-7.266494000956133
expound,7.0,-9.10477348581908
compounds,7.0,-9.10477348581908
eating,89.0,-6.562047265142254
seas,9.0,-8.853459057538174
gandara,6.0,-9.25892416564634
grabbed,18.0,-8.160311876978229
cola,19.0,-8.106244655707954
listeners,10.0,-8.748098541880347
dwell,7.0,-9.10477348581908
irene,37.0,-7.439765722230169
bin,11.0,-8.652788362076024
compared,100.0,-6.445513448886302
comento,7.0,-9.10477348581908
zoho,13.0,-8.485734277412858
vive,6.0,-9.25892416564634
wholesaling,44.0,-7.266494000956133
payroll,112.0,-6.332184763579299
nerd,6.0,-9.25892416564634
auditor,8.0,-8.971242093194558
removes,10.0,-8.748098541880347
alles,11.0,-8.652788362076024
superintendent,6.0,-9.25892416564634
ora,8.0,-8.971242093194558
competition's,8.0,-8.971242093194558
novelty,7.0,-9.10477348581908
inexpensively,8.0,-8.971242093194558
searchable,6.0,-9.25892416564634
в,8.0,-8.971242093194558
403,9.0,-8.853459057538174
milland,11.0,-8.652788362076024
sharing,579.0,-4.689381157301399
faruk,11.0,-8.652788362076024
id,854.0,-4.300752441085824
edgy,9.0,-8.853459057538174
mandates,14.0,-8.411626305259135
20v1.0,6.0,-9.25892416564634
12.5,6.0,-9.25892416564634
processing,236.0,-5.586851829848784
munoz,8.0,-8.971242093194558
home,1400.0,-3.806456119271044
bengaluru,6.0,-9.25892416564634
conscious,55.0,-7.043350449641923
cuz,7.0,-9.10477348581908
student,613.0,-4.632318698938183
hazy,6.0,-9.25892416564634
likewise,48.0,-7.179482623966503
emotional,135.0,-6.145408856435965
haber,12.0,-8.565776985086394
pan,27.0,-7.754846768870065
1200,13.0,-8.485734277412858
shaneequa,7.0,-9.10477348581908
demoted,8.0,-8.971242093194558
lekavich,9.0,-8.853459057538174
tele,19.0,-8.106244655707954
persistence,20.0,-8.054951361320402
confirms,6.0,-9.25892416564634
pawan,37.0,-7.439765722230169
pal,16.0,-8.278094912634613
agenda,68.0,-6.831175929698287
lights,27.0,-7.754846768870065
josué,6.0,-9.25892416564634
crew,18.0,-8.160311876978229
heel,11.0,-8.652788362076024
boarding,14.0,-8.411626305259135
world.please,6.0,-9.25892416564634
understandings,11.0,-8.652788362076024
enticing,12.0,-8.565776985086394
complexity,22.0,-7.959641181516078
rodriguez,6.0,-9.25892416564634
motivated,229.0,-5.616961631320154
ellas,10.0,-8.748098541880347
broad,218.0,-5.6661885720853045
haley,6.0,-9.25892416564634
namaste,10.0,-8.748098541880347
avoids,7.0,-9.10477348581908
collects,6.0,-9.25892416564634
occasions,24.0,-7.872629804526448
definatly,6.0,-9.25892416564634
gujarat.india,21.0,-8.006161197150972
horrible,31.0,-7.616696430389248
indications,6.0,-9.25892416564634
theater,34.0,-7.524323110258233
tc,20.0,-8.054951361320402
attitudes,9.0,-8.853459057538174
1.50,6.0,-9.25892416564634
biology,15.0,-8.342633433772184
sku,11.0,-8.652788362076024
shani,35.0,-7.49533557338498
gashi,9.0,-8.853459057538174
3.1,7.0,-9.10477348581908
addresses,98.0,-6.465716156203822
milwaukee,10.0,-8.748098541880347
exclusive,133.0,-6.16033450665264
cautious,21.0,-8.006161197150972
pannell,10.0,-8.748098541880347
podcast,64.0,-6.891800551514722
toucodirect.com,12.0,-8.565776985086394
lake,28.0,-7.71847912469919
turnout,6.0,-9.25892416564634
japanese,45.0,-7.244021145104074
caution,35.0,-7.49533557338498
jacqueline,25.0,-7.831807810006193
hunts,7.0,-9.10477348581908
659,8.0,-8.971242093194558
freaking,6.0,-9.25892416564634
necesites,6.0,-9.25892416564634
acceptable,52.0,-7.099439916292966
alternatives,88.0,-6.573346820396187
ginger,53.0,-7.080391721322272
entails,20.0,-8.054951361320402
makeover,9.0,-8.853459057538174
mood,19.0,-8.106244655707954
quarter,52.0,-7.099439916292966
fabric,50.0,-7.138660629446248
embankments,10.0,-8.748098541880347
citizen,47.0,-7.200536033164335
hear,3401.0,-2.9188588498671986
christiano,10.0,-8.748098541880347
bill,310.0,-5.314111337395202
evang.ezekiel,7.0,-9.10477348581908
dance.com,6.0,-9.25892416564634
downstream,7.0,-9.10477348581908
catherine,50.0,-7.138660629446248
wppd64,16.0,-8.278094912634613
earning,152.0,-6.026803114028118
realizar,19.0,-8.106244655707954
weather,58.0,-6.990240624327974
locum,8.0,-8.971242093194558
establishing,180.0,-5.857726783984184
elise,16.0,-8.278094912634613
markus,8.0,-8.971242093194558
rewards,76.0,-6.719950294588062
strategy,2683.0,-3.15599278444877
kizza,14.0,-8.411626305259135
terrified,11.0,-8.652788362076024
maternal,12.0,-8.565776985086394
mm,63.0,-6.907548908482861
wonderful,518.0,-4.800708392614911
blank,35.0,-7.49533557338498
bake,21.0,-8.006161197150972
personally,574.0,-4.698054238554827
6787885063,8.0,-8.971242093194558
i’ve,134.0,-6.152843834923482
owes,6.0,-9.25892416564634
unfinished,9.0,-8.853459057538174
hiding,10.0,-8.748098541880347
proper,375.0,-5.123757608903983
vantage,6.0,-9.25892416564634
username,90.0,-6.550873964544129
surgical,18.0,-8.160311876978229
employer,110.0,-6.350203269081978
intereses,8.0,-8.971242093194558
placer,16.0,-8.278094912634613
6354,6.0,-9.25892416564634
dessert,24.0,-7.872629804526448
blaney,7.0,-9.10477348581908
leer,9.0,-8.853459057538174
download,145.0,-6.073949892453819
jeris,6.0,-9.25892416564634
etsy.com,8.0,-8.971242093194558
blademir,9.0,-8.853459057538174
sussex,6.0,-9.25892416564634
touching,47.0,-7.200536033164335
segment,191.0,-5.798410206827764
loungewear,17.0,-8.217470290818177
announcements,7.0,-9.10477348581908
breakdown,41.0,-7.337111568170086
ct,94.0,-6.50738885260439
modify,30.0,-7.649486253212238
harin,7.0,-9.10477348581908
30pm,237.0,-5.582623493739263
hotels,143.0,-6.087839004614486
red,97.0,-6.475972656371011
equal,49.0,-7.158863336763767
shawn,120.0,-6.2631918920923475
intp,6.0,-9.25892416564634
improving,211.0,-5.6988255013983276
hamilton,9.0,-8.853459057538174
applied,128.0,-6.198653370954776
surendra,20.0,-8.054951361320402
concentration,54.0,-7.06169958831012
wisconsin,15.0,-8.342633433772184
"1,000,000,000",9.0,-8.853459057538174
scans,6.0,-9.25892416564634
monitoring,109.0,-6.35933575264525
bd,10.0,-8.748098541880347
www.atcohm.org,9.0,-8.853459057538174
guilt,18.0,-8.160311876978229
15pm,16.0,-8.278094912634613
ceo,347.0,-5.201358854927535
tish,11.0,-8.652788362076024
printer,21.0,-8.006161197150972
elect,7.0,-9.10477348581908
awhile,54.0,-7.06169958831012
enrolled,60.0,-6.956339072652293
exposure,244.0,-5.553515409581192
broadcast,31.0,-7.616696430389248
stressed,35.0,-7.49533557338498
myriad,14.0,-8.411626305259135
gyms,43.0,-7.289483519180831
contingent,9.0,-8.853459057538174
takes,615.0,-4.629061367067876
pensar,9.0,-8.853459057538174
wealthy,32.0,-7.584947732074667
demolished,9.0,-8.853459057538174
sherwyn,8.0,-8.971242093194558
osborn,8.0,-8.971242093194558
21st,49.0,-7.158863336763767
7985,14.0,-8.411626305259135
structure,735.0,-4.450813135661557
mentora,7.0,-9.10477348581908
auted.org,20.0,-8.054951361320402
finanzas,10.0,-8.748098541880347
nancymurdoch,14.0,-8.411626305259135
slower,20.0,-8.054951361320402
sporting,21.0,-8.006161197150972
dil,10.0,-8.748098541880347
in_01,11.0,-8.652788362076024
sinan,21.0,-8.006161197150972
tailor,57.0,-7.007632367039844
antonella,6.0,-9.25892416564634
tipos,6.0,-9.25892416564634
7575,7.0,-9.10477348581908
focussing,7.0,-9.10477348581908
gilchrist,6.0,-9.25892416564634
jbh,17.0,-8.217470290818177
eager,364.0,-5.153529767237653
breweries,9.0,-8.853459057538174
profession,109.0,-6.35933575264525
farming,100.0,-6.445513448886302
insanely,7.0,-9.10477348581908
100m,12.0,-8.565776985086394
protect,142.0,-6.094856577273133
titled,26.0,-7.792587096852912
eighteen,6.0,-9.25892416564634
conservation,9.0,-8.853459057538174
uc,7.0,-9.10477348581908
amassed,6.0,-9.25892416564634
forced,41.0,-7.337111568170086
731,8.0,-8.971242093194558
destinations,28.0,-7.71847912469919
412,28.0,-7.71847912469919
hydrogel,6.0,-9.25892416564634
visible,47.0,-7.200536033164335
session,451.0,-4.939216295371716
praying,14.0,-8.411626305259135
armour,10.0,-8.748098541880347
arte,14.0,-8.411626305259135
nutritional,39.0,-7.387121988744747
perseverance,17.0,-8.217470290818177
eh,7.0,-9.10477348581908
fellows,8.0,-8.971242093194558
healthcare,195.0,-5.777684076310647
doesnt,51.0,-7.118858002150068
commi,6.0,-9.25892416564634
conducive,12.0,-8.565776985086394
intermediaries,11.0,-8.652788362076024
resent,11.0,-8.652788362076024
samples,232.0,-5.603946263208084
latrisha,8.0,-8.971242093194558
syracuse,13.0,-8.485734277412858
playbook,6.0,-9.25892416564634
ic,6.0,-9.25892416564634
exams,29.0,-7.68338780488792
waving,6.0,-9.25892416564634
yelp,44.0,-7.266494000956133
too.we,6.0,-9.25892416564634
globe,48.0,-7.179482623966503
fragmented,8.0,-8.971242093194558
mitigating,6.0,-9.25892416564634
gamers,18.0,-8.160311876978229
podrás,7.0,-9.10477348581908
alessandra,8.0,-8.971242093194558
agrees,8.0,-8.971242093194558
belonged,15.0,-8.342633433772184
órdenes,13.0,-8.485734277412858
operational,131.0,-6.175486311673242
shouldn’t,8.0,-8.971242093194558
44,30.0,-7.649486253212238
breves,6.0,-9.25892416564634
oaxaca,6.0,-9.25892416564634
upload,62.0,-6.9235492498293025
toilet,12.0,-8.565776985086394
rocket,12.0,-8.565776985086394
ymca,8.0,-8.971242093194558
intermediary,6.0,-9.25892416564634
interesado,18.0,-8.160311876978229
stories.i,7.0,-9.10477348581908
characters,22.0,-7.959641181516078
experince,8.0,-8.971242093194558
uniquely,31.0,-7.616696430389248
gani,6.0,-9.25892416564634
918698877082,50.0,-7.138660629446248
probability,17.0,-8.217470290818177
333,7.0,-9.10477348581908
zaitsev,11.0,-8.652788362076024
lighter,6.0,-9.25892416564634
yambor,14.0,-8.411626305259135
zaire,18.0,-8.160311876978229
do's,17.0,-8.217470290818177
и,7.0,-9.10477348581908
genial,7.0,-9.10477348581908
industry,2300.0,-3.3100192329571527
enquiries,64.0,-6.891800551514722
slightest,9.0,-8.853459057538174
manpower,69.0,-6.8165771302771345
concerns,280.0,-5.415894031705144
6k,16.0,-8.278094912634613
disclose,21.0,-8.006161197150972
emotion,25.0,-7.831807810006193
studies,218.0,-5.6661885720853045
realising,8.0,-8.971242093194558
support,2011.0,-3.4442962451017416
consumption,22.0,-7.959641181516078
guys,185.0,-5.830327809796069
midtown,25.0,-7.831807810006193
scandinavian,7.0,-9.10477348581908
bacteria,13.0,-8.485734277412858
bri.risa,10.0,-8.748098541880347
charming,7.0,-9.10477348581908
kindness,26.0,-7.792587096852912
agri,12.0,-8.565776985086394
exude,7.0,-9.10477348581908
minded,156.0,-6.000827627624857
delaying,7.0,-9.10477348581908
extension,75.0,-6.733195521338083
quora,25.0,-7.831807810006193
sabyasachi,13.0,-8.485734277412858
james.barr,8.0,-8.971242093194558
searches,73.0,-6.760224193726002
inspiring,119.0,-6.271560141762865
www.kiva.org,8.0,-8.971242093194558
678,41.0,-7.337111568170086
ambica,8.0,-8.971242093194558
permissions,10.0,-8.748098541880347
wholesome,14.0,-8.411626305259135
dirty,16.0,-8.278094912634613
musical,32.0,-7.584947732074667
6464,7.0,-9.10477348581908
developers,166.0,-5.9386958465178505
bachelor’s,13.0,-8.485734277412858
digitally,9.0,-8.853459057538174
saharan,7.0,-9.10477348581908
bountiful,16.0,-8.278094912634613
christopher,139.0,-6.116209701743702
percent,70.0,-6.802188392825035
tuyo,7.0,-9.10477348581908
retailors,8.0,-8.971242093194558
knowing,424.0,-5.000950179642436
pennsylvania,9.0,-8.853459057538174
comenzar,17.0,-8.217470290818177
cherry,59.0,-6.9731461909686745
political,51.0,-7.118858002150068
subsidiary,30.0,-7.649486253212238
fashionable,16.0,-8.278094912634613
demographic,117.0,-6.288509700076638
proceso,23.0,-7.9151894189452445
marketers,59.0,-6.9731461909686745
aug,21.0,-8.006161197150972
allegany,6.0,-9.25892416564634
pursuing,248.0,-5.537254888709412
recap,25.0,-7.831807810006193
biweekly,7.0,-9.10477348581908
hustle,41.0,-7.337111568170086
bieberle,25.0,-7.831807810006193
interacts,10.0,-8.748098541880347
discussed,134.0,-6.152843834923482
wasserman,6.0,-9.25892416564634
ongoing,124.0,-6.230402069269357
cousin,22.0,-7.959641181516078
hotel,143.0,-6.087839004614486
turkey,31.0,-7.616696430389248
www.upwork.com,19.0,-8.106244655707954
logros,11.0,-8.652788362076024
nikolaevski,11.0,-8.652788362076024
encantaria,15.0,-8.342633433772184
barrier,52.0,-7.099439916292966
cuentame,8.0,-8.971242093194558
homeowner,18.0,-8.160311876978229
ambassadors,13.0,-8.485734277412858
solopreneur,44.0,-7.266494000956133
indigenous,11.0,-8.652788362076024
laundry,28.0,-7.71847912469919
diseñadora,11.0,-8.652788362076024
rs,30.0,-7.649486253212238
775,6.0,-9.25892416564634
rated,14.0,-8.411626305259135
clay,12.0,-8.565776985086394
succes,6.0,-9.25892416564634
www.yhlamp.com,10.0,-8.748098541880347
coherent,14.0,-8.411626305259135
sophisticated,59.0,-6.9731461909686745
clothing,530.0,-4.777806628328226
joaquín,8.0,-8.971242093194558
mechanical,103.0,-6.415954646644758
italian,37.0,-7.439765722230169
marcas,7.0,-9.10477348581908
ignoring,16.0,-8.278094912634613
systematizing,8.0,-8.971242093194558
det.php,6.0,-9.25892416564634
airline,25.0,-7.831807810006193
delegation,10.0,-8.748098541880347
manageable,27.0,-7.754846768870065
labelling,13.0,-8.485734277412858
